longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,year,month,hour
74.4,32,0.12701094,24.897474,74.66732,862.7031,18.581476,144.20016,209.50871,1268.6042,2019-09-26 15:00:00,2019,9,15
74.4,32,0.14400144,31.204248,60.947468,1017.95,23.196207,139.10107,201.90784,1268.0155,2019-09-26 18:00:00,2019,9,18
74.4,32,0.10333565,22.787008,66.27986,839.755,12.209205,120.9743,175.48454,1265.5629,2019-09-26 21:00:00,2019,9,21
74.4,32,0.2744244,3.351052,119.16741,333.93454,2.6661155,46.059013,67.49476,1256.5281,2019-09-27 06:00:00,2019,9,6
74.4,32,0.006127721,20.545076,61.4982,784.9387,11.247722,122.59786,178.48212,1265.9698,2019-09-27 00:00:00,2019,9,0
74.4,32,0.0803567,4.5931926,105.78437,388.37158,1.9023787,69.2296,101.30348,1259.628,2019-09-27 03:00:00,2019,9,3
74.4,32,0.32574406,3.558368,129.1789,372.26392,2.5455108,35.59099,52.841152,1257.0522,2019-09-27 09:00:00,2019,9,9
74.4,32,0.15180035,4.0135994,124.92877,374.55304,3.0410328,59.191135,86.82729,1259.0703,2019-09-27 12:00:00,2019,9,12
74.4,32,0.14219096,34.80039,68.89983,980.33966,25.054579,105.591,152.56645,1273.8383,2019-09-27 15:00:00,2019,9,15
74.4,32,0.21279903,50.258038,33.770702,1419.0734,29.571266,129.24728,186.34177,1272.1498,2019-09-27 18:00:00,2019,9,18
74.4,32,0.0646196,23.147453,56.46764,951.28546,11.020984,100.375755,145.24258,1268.2526,2019-09-27 21:00:00,2019,9,21
74.4,32,0.2920764,4.43407,168.56104,537.9003,8.61279,68.73479,100.71243,1260.3646,2019-09-28 09:00:00,2019,9,9
74.4,32,1.22e-16,16.304712,69.518295,628.938,7.022925,67.281395,98.21845,1265.4447,2019-09-28 21:00:00,2019,9,21
74.4,32,0.19371954,31.627388,45.814125,1163.2063,18.41604,104.96047,152.03877,1269.6146,2019-09-28 00:00:00,2019,9,0
74.4,32,1.2787439,19.325119,76.4821,811.2321,14.13303,79.63586,115.78997,1264.9122,2019-09-28 03:00:00,2019,9,3
74.4,32,0.80219173,10.495435,120.3042,609.3352,11.858671,73.39004,107.818085,1261.3901,2019-09-28 06:00:00,2019,9,6
74.4,32,0.19894202,5.747118,127.780914,470.49307,4.615857,58.51945,85.46931,1261.888,2019-09-28 12:00:00,2019,9,12
74.4,32,0.12575753,19.160381,71.0261,709.63245,11.654367,69.26323,100.51983,1268.941,2019-09-28 15:00:00,2019,9,15
74.4,32,0.08230643,24.461945,57.86758,803.18616,15.762726,78.86077,114.657455,1268.4474,2019-09-28 18:00:00,2019,9,18
74.4,32,0.5986365,6.028712,77.760124,323.34286,4.4137692,38.19346,56.093716,1255.9103,2019-09-29 06:00:00,2019,9,6
74.4,32,0.07979964,12.617441,71.64473,514.24835,5.8472505,50.2455,72.78061,1262.4371,2019-09-29 00:00:00,2019,9,0
74.4,32,0.37741187,11.268626,72.33104,416.12854,5.011361,33.74466,49.293335,1259.7252,2019-09-29 03:00:00,2019,9,3
74.4,32,0.32316762,2.4290774,110.61182,300.94098,3.427067,40.353413,59.116642,1253.9684,2019-09-29 09:00:00,2019,9,9
74.4,32,0.18292639,5.2169657,98.39919,325.70828,4.2930374,53.35114,77.74378,1255.9294,2019-09-29 12:00:00,2019,9,12
74.4,32,0.23591724,23.468739,46.27815,684.17535,13.490177,67.80149,98.37721,1267.8912,2019-09-29 15:00:00,2019,9,15
74.4,32,1.8306565,56.61636,7.906744,1398.9042,35.622112,105.2904,153.2398,1273.4636,2019-09-29 18:00:00,2019,9,18
74.4,32,5.087401,57.47619,2.5528572,1699.475,29.620287,122.63637,178.93279,1272.3615,2019-09-29 21:00:00,2019,9,21
74.4,32,0.21713369,2.240204,122.14971,311.78787,3.1408746,37.073517,55.05507,1252.1527,2019-09-30 09:00:00,2019,9,9
74.4,32,0.18661694,5.142632,99.14747,314.0184,3.9626977,36.058918,54.20707,1256.1415,2019-09-30 12:00:00,2019,9,12
74.4,32,0.23229632,25.882278,49.64434,730.3809,14.6009655,55.489853,82.732864,1269.0225,2019-09-30 15:00:00,2019,9,15
74.4,32,0.346634,38.435097,25.008076,1150.1898,20.000336,93.29079,137.38907,1268.9519,2019-09-30 00:00:00,2019,9,0
74.4,32,1.4902894,12.02976,84.68152,664.2437,8.285932,70.93456,105.67588,1262.4838,2019-09-30 03:00:00,2019,9,3
74.4,32,0.26982862,2.3921046,108.57194,308.75027,3.0471482,34.360706,51.148365,1251.4999,2019-09-30 06:00:00,2019,9,6
74.4,32,0.43604302,41.4646,28.9305,1136.8335,22.070936,68.7219,100.15483,1269.5918,2019-09-30 21:00:00,2019,9,21
74.4,32,0.44600058,44.91639,27.23704,1152.6859,27.735178,73.7905,109.09515,1270.4039,2019-09-30 18:00:00,2019,9,18
74.4,32,45.40599,82.13775,0.21868303,3034.2854,93.170876,157.04773,225.98143,1280.7262,2019-10-01 21:00:00,2019,10,21
74.4,32,0.2228262,4.808358,106.39831,331.1292,4.369634,13.936038,20.79804,1262.2206,2019-10-01 12:00:00,2019,10,12
74.4,32,0.30750015,42.053493,41.24262,1066.5593,27.12157,56.6317,81.72318,1279.4121,2019-10-01 15:00:00,2019,10,15
74.4,32,0.61444324,48.515404,19.340351,1397.1982,26.149502,88.30776,128.17297,1271.1144,2019-10-01 00:00:00,2019,10,0
74.4,32,1.5500348,15.911961,78.61652,784.1759,9.906574,59.146152,88.39794,1267.009,2019-10-01 03:00:00,2019,10,3
74.4,32,0.26981118,2.689311,127.48951,354.681,4.31677,41.95804,62.602474,1258.6571,2019-10-01 06:00:00,2019,10,6
74.4,32,0.227422,2.2914755,138.5114,347.78537,4.144985,45.66587,68.38177,1258.967,2019-10-01 09:00:00,2019,10,9
74.4,32,24.595207,84.99502,0.29252848,2439.5042,82.31785,122.10608,175.7358,1281.5771,2019-10-01 18:00:00,2019,10,18
74.4,32,0.3560345,4.4364944,149.27036,370.5986,10.128565,38.225662,59.367867,1258.7695,2019-10-02 09:00:00,2019,10,9
74.4,32,32.11636,75.41533,1.22e-05,2745.1252,72.620186,184.49069,264.7894,1281.2072,2019-10-02 00:00:00,2019,10,0
74.4,32,2.8701408,28.780142,79.71314,1127.0383,18.878672,73.305786,106.820656,1269.1066,2019-10-02 03:00:00,2019,10,3
74.4,32,0.35112536,3.682787,140.53526,389.84537,5.8786426,33.529217,50.61052,1259.6647,2019-10-02 06:00:00,2019,10,6
74.4,32,0.23487274,8.0371275,126.23262,400.09665,13.794904,51.02783,77.68557,1264.4408,2019-10-02 12:00:00,2019,10,12
74.4,32,0.14776163,31.100368,60.84966,884.40704,25.002214,91.26279,136.49443,1278.7155,2019-10-02 15:00:00,2019,10,15
74.4,32,0.4565152,50.917366,27.26752,1172.219,61.29893,128.51814,191.09023,1279.8928,2019-10-02 18:00:00,2019,10,18
74.4,32,2.5276847,51.410217,26.617111,1033.6864,73.87023,127.39077,190.5747,1278.6185,2019-10-02 21:00:00,2019,10,21
74.4,32,0.10723511,5.4375114,154.41658,521.81775,11.41512,85.66588,134.6809,1267.9526,2019-10-03 12:00:00,2019,10,12
74.4,32,0.13272086,21.46893,81.29643,771.1868,20.816145,96.646866,145.7463,1276.0511,2019-10-03 15:00:00,2019,10,15
74.4,32,10.63438,66.31135,8.489255,1781.2303,80.79902,149.09656,223.50945,1280.3506,2019-10-03 00:00:00,2019,10,0
74.4,32,5.8730025,43.706768,70.62696,1609.4396,44.315815,144.12535,215.64284,1275.6501,2019-10-03 03:00:00,2019,10,3
74.4,32,0.38472337,4.8622727,176.4409,575.2295,11.13741,94.43054,148.77855,1265.213,2019-10-03 06:00:00,2019,10,6
74.4,32,0.20134437,3.4458048,186.41415,478.95163,9.631941,85.76525,139.604,1263.3638,2019-10-03 09:00:00,2019,10,9
74.4,32,0.10250005,25.229942,63.661064,766.3092,31.965532,96.42327,145.91983,1275.2301,2019-10-03 18:00:00,2019,10,18
74.4,32,0.16906938,22.89982,54.871056,739.37933,27.363337,94.00693,141.47014,1276.5558,2019-10-03 21:00:00,2019,10,21
74.4,32,0.22164243,2.1362388,136.85974,349.1959,5.581239,58.404423,98.90545,1264.6069,2019-10-04 09:00:00,2019,10,9
74.4,32,0.3644601,32.789116,33.806854,1014.20685,27.665417,117.73753,177.44138,1280.0544,2019-10-04 00:00:00,2019,10,0
74.4,32,1.6300433,17.1396,57.375687,736.5928,23.942118,106.00225,160.47038,1277.9546,2019-10-04 03:00:00,2019,10,3
74.4,32,0.3944372,3.6112401,135.68329,455.6307,9.832484,84.390205,134.00838,1269.4502,2019-10-04 06:00:00,2019,10,6
74.4,32,0.20242368,5.454432,125.13336,411.26767,6.2268906,28.892168,45.5181,1268.0625,2019-10-04 12:00:00,2019,10,12
74.4,32,0.44788066,60.51659,47.88492,1354.4694,68.094574,88.20137,130.26643,1280.8212,2019-10-04 15:00:00,2019,10,15
74.4,32,1.1107886,56.18258,36.32847,1218.279,68.7274,87.50134,129.06331,1278.5823,2019-10-04 18:00:00,2019,10,18
74.4,32,0.30123317,41.140087,40.01551,1004.7041,43.914867,79.806946,117.9628,1277.6821,2019-10-04 21:00:00,2019,10,21
74.4,32,0.22634268,2.0972939,134.15108,292.56232,5.891107,36.951416,70.09487,1264.1608,2019-10-05 09:00:00,2019,10,9
74.4,32,2.0778544,64.42439,12.876999,1635.4724,70.598595,110.33782,162.56146,1279.2764,2019-10-05 00:00:00,2019,10,0
74.4,32,3.187111,26.270805,86.54049,1049.5508,38.234608,77.713394,116.329216,1274.0697,2019-10-05 03:00:00,2019,10,3
74.4,32,0.29475728,2.4336894,136.67432,346.77304,7.151607,36.903645,63.74585,1265.0146,2019-10-05 06:00:00,2019,10,6
74.4,32,0.3306532,7.911178,108.55888,388.9788,11.134081,31.963583,54.1249,1269.4132,2019-10-05 12:00:00,2019,10,12
74.4,32,0.2400256,37.414276,49.690685,918.68604,40.68194,57.61906,88.530594,1277.7821,2019-10-05 15:00:00,2019,10,15
74.4,32,0.52489495,47.31533,41.446682,1001.4691,58.420017,59.261047,90.23194,1277.2778,2019-10-05 18:00:00,2019,10,18
74.4,32,0.3010939,40.723362,38.50743,953.7732,46.16625,59.743813,91.094,1277.8661,2019-10-05 21:00:00,2019,10,21
74.4,32,0.27895054,4.6736016,162.04149,440.38083,15.899485,50.809395,80.16449,1269.5093,2019-10-06 09:00:00,2019,10,9
74.4,32,0.8209753,48.196762,17.469238,1144.7043,49.285545,77.25078,119.6209,1279.8246,2019-10-06 00:00:00,2019,10,0
74.4,32,4.451371,30.593002,51.425343,1031.189,41.034977,76.842514,119.47608,1278.3232,2019-10-06 03:00:00,2019,10,3
74.4,32,0.75325704,8.046784,146.75235,535.5826,20.17928,52.869507,81.02131,1271.5383,2019-10-06 06:00:00,2019,10,6
74.4,32,0.18097666,13.310361,117.40602,568.1632,19.46583,64.75601,98.68847,1273.9026,2019-10-06 12:00:00,2019,10,12
74.4,32,0.09101058,21.081743,75.50647,659.54047,27.725847,65.058426,101.09723,1276.2474,2019-10-06 15:00:00,2019,10,15
74.4,32,0.0782677,14.589207,70.14774,481.82306,16.989662,51.151775,89.18786,1275.273,2019-10-06 18:00:00,2019,10,18
74.4,32,0.17366517,20.291048,56.795475,694.9581,19.20539,61.885323,100.909935,1277.2589,2019-10-06 21:00:00,2019,10,21
74.4,32,0.19434623,7.044349,129.6693,330.76715,10.062983,39.030586,68.51056,1267.0626,2019-10-07 12:00:00,2019,10,12
74.4,32,0.12721984,25.04941,68.31597,624.03876,28.623697,53.144676,85.97568,1274.6997,2019-10-07 15:00:00,2019,10,15
74.4,32,0.12339001,15.943541,60.86304,563.672,12.863769,53.532288,85.79784,1272.5907,2019-10-07 00:00:00,2019,10,0
74.4,32,1.9170017,13.125315,72.66661,543.87964,16.125097,51.434555,84.10658,1271.6874,2019-10-07 03:00:00,2019,10,3
74.4,32,0.4009131,3.1631157,132.85579,326.2009,7.7583904,46.287548,85.44327,1265.1781,2019-10-07 06:00:00,2019,10,6
74.4,32,0.19859385,1.9706211,138.3508,278.44553,5.9911003,44.833683,88.82148,1264.4373,2019-10-07 09:00:00,2019,10,9
74.4,32,0.23111255,31.76068,45.27254,705.63306,36.974804,56.594166,92.0477,1275.7206,2019-10-07 18:00:00,2019,10,18
74.4,32,0.4196096,37.28902,34.437614,764.1927,43.117706,58.439445,94.52679,1276.3105,2019-10-07 21:00:00,2019,10,21
74.4,32,0.32149643,8.481787,121.63265,374.87213,11.034783,44.418594,72.06603,1267.575,2019-10-08 12:00:00,2019,10,12
74.4,32,0.27811494,60.629623,39.981045,1521.7605,38.41454,114.586876,172.3654,1281.6339,2019-10-08 15:00:00,2019,10,15
74.4,32,4.9899144,51.340233,13.325645,1120.8501,60.868053,78.2645,124.468765,1278.7977,2019-10-08 00:00:00,2019,10,0
74.4,32,6.9202857,32.356953,59.81485,928.18353,48.780834,71.09757,114.046906,1274.7106,2019-10-08 03:00:00,2019,10,3
74.4,32,0.5805667,4.254321,137.22263,339.684,12.218675,44.786987,75.74782,1264.752,2019-10-08 06:00:00,2019,10,6
74.4,32,0.2393989,2.0743961,142.33286,252.642,7.0041237,39.122047,68.38007,1261.0746,2019-10-08 09:00:00,2019,10,9
74.4,32,12.511134,95.2187,1.1610464,2611.321,66.80608,174.38104,257.9645,1281.2894,2019-10-08 18:00:00,2019,10,18
74.4,32,58.15555,107.87607,0.32403803,3974.4373,104.57679,216.32779,318.07242,1281.1405,2019-10-08 21:00:00,2019,10,21
74.4,32,0.18832296,2.141419,167.10094,351.85785,6.6080503,52.443687,83.74632,1261.4313,2019-10-09 09:00:00,2019,10,9
74.4,32,20.464499,80.19948,0.2645713,2894.176,53.857094,198.30794,297.80417,1281.5135,2019-10-09 21:00:00,2019,10,21
74.4,32,8.194991,76.5107,14.837557,2252.5818,43.763634,138.05942,205.62262,1278.5897,2019-10-09 00:00:00,2019,10,0
74.4,32,6.253478,46.815083,82.631065,1698.5928,34.06567,115.07803,172.70729,1274.135,2019-10-09 03:00:00,2019,10,3
74.4,32,0.3671758,3.7784064,182.25667,514.16815,9.996819,65.8237,103.02412,1264.399,2019-10-09 06:00:00,2019,10,6
74.4,32,0.20284148,7.803664,140.84807,449.59335,9.218889,53.108257,82.901306,1266.5531,2019-10-09 12:00:00,2019,10,12
74.4,32,0.18069813,36.432095,63.01943,1126.4337,23.652723,97.72036,147.44507,1278.805,2019-10-09 15:00:00,2019,10,15
74.4,32,2.1150384,72.54235,9.447657,2043.0258,40.82232,151.38217,227.1546,1281.6427,2019-10-09 18:00:00,2019,10,18
74.4,32,28.315083,84.002396,0.194294,2686.359,75.69183,188.25949,272.34283,1281.3187,2019-10-10 21:00:00,2019,10,21
74.4,32,0.2110582,7.4027863,139.50725,422.6228,9.626383,40.83593,61.25367,1268.4883,2019-10-10 12:00:00,2019,10,12
74.4,32,0.120743945,28.50178,70.5951,870.8211,23.049421,76.78368,112.36903,1279.3551,2019-10-10 15:00:00,2019,10,15
74.4,32,19.50328,63.891735,8.191522,2485.8125,51.7968,225.92557,340.72827,1281.4795,2019-10-10 00:00:00,2019,10,0
74.4,32,3.8583748,36.00827,92.86761,1476.0718,31.44412,144.08228,221.00989,1273.6436,2019-10-10 03:00:00,2019,10,3
74.4,32,0.31435904,3.6079783,188.49538,506.35086,11.90644,71.15036,110.21654,1264.3009,2019-10-10 06:00:00,2019,10,6
74.4,32,0.25148025,3.0439866,173.23311,376.60733,8.653177,51.888294,81.060745,1263.8857,2019-10-10 09:00:00,2019,10,9
74.4,32,4.7626314,54.658363,24.34512,1562.9891,39.2344,134.69743,195.5069,1281.7638,2019-10-10 18:00:00,2019,10,18
