longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,year,month,hour
74.4,32,14.173279,80.184555,35.028748,3834.9287,18.614866,261.2254,373.51804,1294.9176,2021-01-12 00:00:00,2021,1,0
74.4,32,12.262404,72.69428,36.06327,3729.5312,10.005507,213.285,304.99023,1294.3485,2021-01-12 03:00:00,2021,1,3
74.4,32,1.6069947,20.364594,200.13696,2569.367,11.217663,170.72685,244.84988,1292.1234,2021-01-12 06:00:00,2021,1,6
74.4,32,0.84284014,57.48959,136.66249,2416.2627,18.043608,238.45328,341.6257,1293.6316,2021-01-12 12:00:00,2021,1,12
74.4,32,12.727833,123.01421,21.077652,4029.0518,20.273111,337.59494,483.29108,1295.007,2021-01-12 15:00:00,2021,1,15
74.4,32,11.298124,109.648186,17.469696,4380.6294,20.285957,366.3813,524.5496,1294.8632,2021-01-12 18:00:00,2021,1,18
74.4,32,5.3503356,78.53815,30.594246,3545.715,18.145782,346.59598,496.31586,1294.7535,2021-01-12 21:00:00,2021,1,21
74.4,32,2.2750554,30.411295,198.93007,3127.8125,7.9592996,135.69867,194.62271,1292.8516,2021-01-13 06:00:00,2021,1,6
74.4,32,46.398266,174.63693,1.3615377,8120.3374,20.046001,533.1943,762.11804,1295.0402,2021-01-13 21:00:00,2021,1,21
74.4,32,2.769312,60.436745,42.665974,3675.9143,7.780407,163.71925,234.1597,1294.0287,2021-01-13 00:00:00,2021,1,0
74.4,32,7.6156425,51.91431,42.945606,3454.6047,4.112606,93.13042,133.09297,1293.9734,2021-01-13 03:00:00,2021,1,3
74.4,32,0.4668209,8.547201,269.21793,2170.1775,16.513927,150.78882,216.50569,1291.0524,2021-01-13 09:00:00,2021,1,9
74.4,32,0.6208495,48.984592,191.5144,2977.2322,19.884953,250.17825,357.95944,1294.1326,2021-01-13 12:00:00,2021,1,12
74.4,32,8.362946,164.52583,16.930613,5773.773,25.698338,450.04266,643.4908,1295.4116,2021-01-13 15:00:00,2021,1,15
74.4,32,57.776608,205.82259,2.048678,8632.377,29.988926,589.25415,842.28845,1295.0406,2021-01-13 18:00:00,2021,1,18
74.4,32,0.5540713,38.984432,165.56966,2615.7678,27.80921,163.49985,234.00177,1293.4882,2021-01-14 12:00:00,2021,1,12
74.4,32,0.022978952,37.821487,69.21035,4013.6628,14.835224,187.55003,268.19583,1294.1318,2021-01-14 00:00:00,2021,1,0
74.4,32,0.8151261,21.570011,75.213974,3253.7083,12.37723,152.0113,217.61742,1293.7924,2021-01-14 03:00:00,2021,1,3
74.4,32,1.3897392,16.913702,127.67832,2835.4111,8.53306,104.15013,149.02373,1293.3092,2021-01-14 06:00:00,2021,1,6
74.4,32,0.561522,10.0517645,241.93307,2601.399,17.949278,147.54861,211.81561,1292.5261,2021-01-14 09:00:00,2021,1,9
74.4,32,2.6558099,128.17291,21.378399,4625.0693,31.13232,307.64276,439.6776,1295.2878,2021-01-14 15:00:00,2021,1,15
74.4,32,23.01725,145.61864,3.0957522,6177.0244,35.386402,415.41888,593.6536,1295.3096,2021-01-14 18:00:00,2021,1,18
74.4,32,18.621447,104.308975,36.956493,5010.434,29.666245,366.90732,524.19855,1294.5863,2021-01-14 21:00:00,2021,1,21
74.4,32,0.68003774,49.386517,182.33354,2899.6797,27.130774,278.14224,397.73544,1294.334,2021-01-15 12:00:00,2021,1,12
74.4,32,15.746849,101.72038,32.2564,5351.595,27.163431,327.89252,468.70837,1294.8827,2021-01-15 00:00:00,2021,1,0
74.4,32,7.7335315,79.3994,42.04093,4580.1924,21.008263,168.12265,240.28241,1294.1459,2021-01-15 03:00:00,2021,1,3
74.4,32,1.679274,26.795624,220.5744,3214.5554,22.159578,150.28918,215.34233,1292.232,2021-01-15 06:00:00,2021,1,6
74.4,32,0.39746624,7.679779,274.6595,2256.8882,27.666727,162.01207,232.24802,1291.2207,2021-01-15 09:00:00,2021,1,9
74.4,32,1.7145084,151.71391,15.107895,5294.98,31.635403,458.69,655.78815,1295.4182,2021-01-15 15:00:00,2021,1,15
74.4,32,48.013477,179.17477,0.58544105,7183.5337,38.531105,551.3311,788.06506,1295.3007,2021-01-15 18:00:00,2021,1,18
74.4,32,21.599936,125.263275,18.047216,5609.305,19.921776,436.12918,623.4868,1294.8788,2021-01-15 21:00:00,2021,1,21
74.4,32,1.8409622,16.462233,142.9005,2029.1799,6.439573,135.22278,193.80556,1292.6981,2021-01-16 06:00:00,2021,1,6
74.4,32,0.02924594,41.019146,65.11254,3138.4338,6.8618407,317.4137,453.66385,1293.7224,2021-01-16 00:00:00,2021,1,0
74.4,32,1.3636267,30.90047,65.255486,2490.6719,5.504608,201.50085,287.8882,1293.3278,2021-01-16 03:00:00,2021,1,3
74.4,32,0.4861093,6.92674,209.0477,1603.5656,15.161373,131.16096,188.4781,1291.1221,2021-01-16 09:00:00,2021,1,9
74.4,32,0.27874166,68.37308,25.796032,2781.912,13.590727,266.3558,380.7621,1294.5499,2021-01-16 21:00:00,2021,1,21
74.4,32,0.8258496,37.292797,128.33502,1921.8492,16.049974,166.80324,238.78445,1293.0336,2021-01-16 12:00:00,2021,1,12
74.4,32,7.7475276,106.35129,19.253368,3216.2031,18.457182,253.84612,363.06082,1294.455,2021-01-16 15:00:00,2021,1,15
74.4,32,8.395117,94.15396,20.4849,3301.7068,16.33706,272.63342,389.80728,1294.3308,2021-01-16 18:00:00,2021,1,18
74.4,32,1.8264785,21.277891,153.40758,2811.3535,10.911033,137.40578,197.72108,1292.5886,2021-01-17 06:00:00,2021,1,6
74.4,32,0.12812507,37.82985,33.329994,3290.3127,6.369417,255.3871,365.73663,1294.111,2021-01-17 21:00:00,2021,1,21
74.4,32,0.21850894,80.43011,13.050073,3602.4,8.830057,216.03508,308.7576,1294.5826,2021-01-17 00:00:00,2021,1,0
74.4,32,4.044992,52.903847,35.55145,3429.6323,10.428684,131.3151,187.89656,1293.6674,2021-01-17 03:00:00,2021,1,3
74.4,32,0.4242402,6.4756665,222.53401,2062.1274,15.521585,118.03885,169.7779,1290.6484,2021-01-17 09:00:00,2021,1,9
74.4,32,0.67585975,28.737995,123.07427,2217.3682,6.5511026,138.82748,199.56955,1292.4377,2021-01-17 12:00:00,2021,1,12
74.4,32,0.7035737,62.970898,37.121834,3170.728,7.723156,201.66962,289.30362,1294.4471,2021-01-17 15:00:00,2021,1,15
74.4,32,4.946324,73.51545,13.9032755,4053.0227,8.818834,275.53018,394.6358,1295.0709,2021-01-17 18:00:00,2021,1,18
74.4,32,0.4116714,6.413127,179.11397,1520.6848,30.767841,170.5238,246.509,1287.5867,2021-01-18 09:00:00,2021,1,9
74.4,32,0.91358745,37.7494,112.29843,1806.4698,24.433533,151.45699,218.30896,1291.3707,2021-01-18 12:00:00,2021,1,12
74.4,32,0.557344,65.68373,47.125896,2656.552,22.716434,193.50249,278.2258,1293.0321,2021-01-18 15:00:00,2021,1,15
74.4,32,0.021447022,7.007618,84.26853,2052.6438,16.991764,146.74554,210.90862,1291.9714,2021-01-18 00:00:00,2021,1,0
74.4,32,0.77829015,16.710794,74.25899,2078.306,21.892395,152.91602,219.8679,1291.6025,2021-01-18 03:00:00,2021,1,3
74.4,32,1.2411419,12.103752,131.88841,1941.5729,26.722363,141.66635,204.00519,1290.1047,2021-01-18 06:00:00,2021,1,6
74.4,32,0.047350567,18.220284,60.009533,1868.2661,13.981508,152.62363,219.12506,1293.2361,2021-01-18 21:00:00,2021,1,21
74.4,32,0.27936834,41.287045,50.44096,2416.0955,18.076845,178.50955,256.49274,1292.9882,2021-01-18 18:00:00,2021,1,18
74.4,32,4.8389497,37.776295,34.427727,2401.4053,12.010123,194.86911,279.25946,1293.965,2021-01-19 03:00:00,2021,1,3
74.4,32,1.1394775,11.800675,165.83868,1743.2031,18.114864,134.96126,194.207,1290.125,2021-01-19 06:00:00,2021,1,6
74.4,32,0.060998674,15.352355,48.100285,1900.45,13.129489,176.06097,252.41724,1294.1987,2021-01-19 00:00:00,2021,1,0
74.4,32,0.39210448,5.221244,196.4996,1104.016,20.353851,105.76837,153.35487,1283.6552,2021-01-19 09:00:00,2021,1,9
74.4,32,0.84360605,36.344532,120.10166,1644.3583,17.152267,133.38425,192.18425,1290.5088,2021-01-19 12:00:00,2021,1,12
74.4,32,1.8828814,78.338486,46.629448,2548.193,17.033043,185.10002,265.9414,1292.8359,2021-01-19 15:00:00,2021,1,15
74.4,32,0.668409,59.74045,46.277695,2398.4768,13.412257,183.46306,263.28616,1292.9828,2021-01-19 18:00:00,2021,1,18
74.4,32,0.058143713,30.034966,53.050495,1877.1034,10.413643,170.42445,244.54509,1293.1338,2021-01-19 21:00:00,2021,1,21
74.4,32,1.1915631,10.913404,154.44516,1684.4268,12.930466,141.65286,204.19379,1290.5448,2021-01-20 06:00:00,2021,1,6
74.4,32,0.060580872,20.020163,47.08775,1788.7667,9.940429,178.40051,255.83902,1293.7727,2021-01-20 00:00:00,2021,1,0
74.4,32,5.683252,39.015053,33.29455,2331.7678,9.774898,199.97995,287.01105,1294.1821,2021-01-20 03:00:00,2021,1,3
74.4,32,0.44704506,5.6484737,186.7957,1129.1276,12.955324,99.45206,143.90073,1286.0776,2021-01-20 09:00:00,2021,1,9
74.4,32,1.0522968,43.988045,114.92071,1684.7076,12.261721,161.73332,232.29604,1291.8016,2021-01-20 12:00:00,2021,1,12
74.4,32,1.1400346,77.44283,41.161674,2292.1252,12.348192,185.0099,265.72977,1293.0283,2021-01-20 15:00:00,2021,1,15
74.4,32,0.5028909,54.05894,40.3642,2056.4546,9.69294,168.84038,242.7414,1293.0153,2021-01-20 18:00:00,2021,1,18
74.4,32,0.059048943,22.820557,48.720913,1503.1769,7.758843,146.80005,211.56049,1293.3213,2021-01-20 21:00:00,2021,1,21
74.4,32,1.1103709,10.299782,159.63835,1637.3699,10.823365,134.69345,194.52147,1291.508,2021-01-21 06:00:00,2021,1,6
74.4,32,35.239197,138.20108,4.5205865,6003.644,19.226698,472.5936,676.44196,1295.1492,2021-01-21 21:00:00,2021,1,21
74.4,32,0.070050985,14.134018,41.636482,1463.8162,7.8017845,159.54022,229.64886,1294.116,2021-01-21 00:00:00,2021,1,0
74.4,32,5.321786,31.872166,31.568012,2042.6489,8.169957,172.57501,248.42535,1294.1772,2021-01-21 03:00:00,2021,1,3
74.4,32,0.45289424,5.8362923,197.90532,1233.9128,11.466428,100.645386,145.75075,1288.6422,2021-01-21 09:00:00,2021,1,9
74.4,32,0.84381497,41.98324,132.5494,1979.628,21.446896,169.71669,243.72284,1293.0422,2021-01-21 12:00:00,2021,1,12
74.4,32,25.127415,114.05916,33.4506,3644.5588,25.202478,302.72403,433.7159,1295.0778,2021-01-21 15:00:00,2021,1,15
74.4,32,49.451958,128.1053,19.629805,5365.153,24.632357,429.40466,614.8606,1295.2582,2021-01-21 18:00:00,2021,1,18
74.4,32,0.65678024,9.188242,182.35324,1182.4188,21.233318,116.68856,169.19008,1286.1426,2021-01-22 09:00:00,2021,1,9
74.4,32,0.01880096,9.09878,76.8913,1103.7479,29.022696,202.92813,295.61133,1290.4211,2021-01-22 21:00:00,2021,1,21
74.4,32,0.04118803,31.29059,48.95197,2889.4937,10.944887,306.7764,439.6464,1294.4941,2021-01-22 00:00:00,2021,1,0
74.4,32,0.87991977,16.655132,76.76694,2049.5376,10.3211355,240.55559,344.7081,1292.9121,2021-01-22 03:00:00,2021,1,3
74.4,32,0.98913944,11.270817,149.43188,1509.9965,17.209843,161.19556,231.86143,1288.7275,2021-01-22 06:00:00,2021,1,6
74.4,32,0.38005793,20.855953,102.676796,1280.6,17.462484,139.77014,202.22758,1289.5092,2021-01-22 12:00:00,2021,1,12
74.4,32,0.12687168,22.388454,78.09832,1336.4485,14.376537,177.30017,256.10782,1291.0377,2021-01-22 15:00:00,2021,1,15
74.4,32,0.071165115,16.422213,76.14873,1316.6608,18.788218,203.63991,295.48468,1290.9104,2021-01-22 18:00:00,2021,1,18
74.4,32,0.5152856,15.556196,143.02217,1295.3962,29.217669,199.91313,299.73947,1288.7892,2021-01-23 09:00:00,2021,1,9
74.4,32,0.06322694,15.560835,38.275345,863.1925,5.4006805,103.085686,148.4154,1293.0985,2021-01-23 21:00:00,2021,1,21
74.4,32,0.018383162,7.636684,72.14581,1025.055,34.650185,187.96545,273.52917,1290.507,2021-01-23 00:00:00,2021,1,0
74.4,32,0.7320537,14.289758,63.592125,1177.686,23.862179,191.9524,278.4591,1291.0016,2021-01-23 03:00:00,2021,1,3
74.4,32,1.3425975,13.066952,108.576805,1166.2499,22.585943,182.38132,268.78165,1289.0873,2021-01-23 06:00:00,2021,1,6
74.4,32,0.4813046,21.524258,114.43732,1555.1348,29.949108,238.87735,348.7971,1291.2904,2021-01-23 12:00:00,2021,1,12
74.4,32,0.13397425,22.08992,62.06051,1243.4623,14.056503,171.57076,247.82536,1290.5664,2021-01-23 15:00:00,2021,1,15
74.4,32,0.11837642,14.12975,54.56777,823.9691,4.9294724,101.1349,146.00453,1290.0474,2021-01-23 18:00:00,2021,1,18
74.4,32,0.4693973,4.455902,140.90152,648.6432,9.274305,39.17834,58.856693,1284.6458,2021-01-24 09:00:00,2021,1,9
74.4,32,0.046236437,10.187783,39.373665,781.66095,3.894875,92.78107,134.31406,1292.6248,2021-01-24 00:00:00,2021,1,0
74.4,32,1.8846918,14.190207,37.35925,892.29315,4.070373,103.418396,150.03563,1292.5908,2021-01-24 03:00:00,2021,1,3
74.4,32,0.5150071,3.945074,118.83464,659.04803,8.055933,49.019867,72.466255,1285.753,2021-01-24 06:00:00,2021,1,6
74.4,32,0.75398815,21.332941,88.50849,964.67224,11.367282,88.13041,128.0858,1289.4415,2021-01-24 12:00:00,2021,1,12
74.4,32,0.5364541,37.647087,46.093548,1209.13,9.105236,111.10262,160.56761,1292.4202,2021-01-24 15:00:00,2021,1,15
74.4,32,1.5127114,40.51364,30.363464,1377.8677,9.158923,131.84755,190.36899,1293.8867,2021-01-24 18:00:00,2021,1,18
74.4,32,0.07408971,23.995972,36.145107,1137.8109,9.080237,123.266304,178.17505,1294.2891,2021-01-24 21:00:00,2021,1,21
74.4,32,1.7933332,13.391217,131.04878,1286.9276,16.624367,134.77812,195.00685,1292.9957,2021-01-25 06:00:00,2021,1,6
74.4,32,1.8472292,38.283764,15.856847,1608.1656,12.663225,189.85223,273.97708,1295.1803,2021-01-25 00:00:00,2021,1,0
74.4,32,9.707423,36.00347,27.40012,1986.4779,12.689186,241.00192,347.18454,1295.2885,2021-01-25 03:00:00,2021,1,3
74.4,32,0.65496975,7.3053427,176.7603,945.9844,20.854723,87.59673,127.11825,1290.4662,2021-01-25 09:00:00,2021,1,9
74.4,32,1.0667804,41.30663,118.485756,1416.6532,18.447237,124.438896,179.05757,1293.1628,2021-01-25 12:00:00,2021,1,12
74.4,32,22.002974,117.14366,12.980323,3065.9626,23.612684,217.46654,311.75226,1294.9509,2021-01-25 15:00:00,2021,1,15
74.4,32,19.578068,93.797554,15.948089,2989.1875,19.274048,222.67828,318.8725,1294.8717,2021-01-25 18:00:00,2021,1,18
74.4,32,7.351872,63.0219,30.217531,2310.0051,15.138603,208.24161,298.1522,1294.9496,2021-01-25 21:00:00,2021,1,21
74.4,32,1.7780834,16.055935,167.8611,1510.2616,13.465109,149.14857,214.22093,1292.3853,2021-01-26 06:00:00,2021,1,6
74.4,32,0.11614816,45.290237,56.298397,2080.469,14.693578,185.00076,264.76526,1294.7388,2021-01-26 21:00:00,2021,1,21
74.4,32,17.019882,76.50774,14.815239,2857.4011,19.982231,262.58926,376.1976,1295.0315,2021-01-26 00:00:00,2021,1,0
