longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,year,month,hour
74.4,32,0.5005233,33.432228,46.921223,1032.2484,6.807701,68.94333,99.026474,1286.6246,2022-01-07 12:00:00,2022,1,12
74.4,32,0.04108358,22.46112,45.791935,846.9595,5.3660727,57.97656,84.5615,1284.2654,2022-01-07 15:00:00,2022,1,15
74.4,32,0.05459242,10.784773,62.24072,519.81775,6.3876615,37.66117,55.35521,1279.0419,2022-01-07 18:00:00,2022,1,18
74.4,32,0.001949729,5.633507,64.4977,397.75543,4.673501,35.62566,53.401524,1278.7845,2022-01-07 21:00:00,2022,1,21
74.4,32,0.75043684,9.690985,92.67847,498.61838,11.028644,28.22463,41.701508,1283.2001,2022-01-08 09:00:00,2022,1,9
74.4,32,0.001810463,3.982874,62.81068,383.9356,2.8319244,18.412617,26.616869,1279.6573,2022-01-08 00:00:00,2022,1,0
74.4,32,1.7706327,19.782509,37.779503,733.599,3.545548,24.847351,35.58117,1284.185,2022-01-08 03:00:00,2022,1,3
74.4,32,2.0550146,13.328316,63.089954,606.92706,11.0051775,21.62236,31.22018,1283.0278,2022-01-08 06:00:00,2022,1,6
74.4,32,1.0020912,27.961985,58.77077,865.08844,9.317943,37.875824,55.041973,1289.0146,2022-01-08 12:00:00,2022,1,12
74.4,32,35.694668,67.89527,12.070948,2537.1997,10.794049,84.79759,122.1316,1294.7291,2022-01-08 15:00:00,2022,1,15
74.4,32,81.39507,90.932816,1.8211342,4423.2266,16.518106,129.48016,186.07213,1296.1624,2022-01-08 18:00:00,2022,1,18
74.4,32,50.18798,90.061066,0.66536254,3595.9563,14.798097,128.56526,184.7473,1296.4094,2022-01-08 21:00:00,2022,1,21
74.4,32,0.34677327,4.310134,123.582016,580.2564,8.082046,33.80855,48.792416,1279.2163,2022-01-09 09:00:00,2022,1,9
74.4,32,29.144274,85.10604,0.35383588,3127.7925,8.687797,106.7121,153.34453,1295.6246,2022-01-09 00:00:00,2022,1,0
74.4,32,13.799209,53.14869,14.336464,2024.53,5.474074,78.070404,112.0733,1292.8694,2022-01-09 03:00:00,2022,1,3
74.4,32,1.0990902,8.857202,97.60488,728.1524,9.819777,41.46467,59.820076,1281.1166,2022-01-09 06:00:00,2022,1,6
74.4,32,0.7046879,25.375826,62.455654,798.1679,3.6477468,42.241337,61.296146,1285.9796,2022-01-09 12:00:00,2022,1,12
74.4,32,4.252638,68.75446,7.0055513,1947.9366,5.056762,83.792625,120.9824,1294.2605,2022-01-09 15:00:00,2022,1,15
74.4,32,16.137909,71.935844,0.24228868,2932.374,7.886307,127.91457,183.71227,1296.6448,2022-01-09 18:00:00,2022,1,18
74.4,32,11.883879,70.72169,0.43510297,2820.8262,7.483548,153.36382,219.98332,1296.7606,2022-01-09 21:00:00,2022,1,21
74.4,32,0.18992452,5.5323706,103.52707,446.6362,3.8455625,27.030443,38.827007,1276.2211,2022-01-10 09:00:00,2022,1,9
74.4,32,38.09799,85.82228,0.50240344,3386.2668,14.021513,137.25404,196.35417,1294.8325,2022-01-10 18:00:00,2022,1,18
74.4,32,0.040108718,10.258565,55.72735,740.1306,4.3999243,50.014526,71.79794,1287.9381,2022-01-10 00:00:00,2022,1,0
74.4,32,7.9692397,37.78748,16.920656,1573.6469,4.364643,79.21644,113.54436,1292.8322,2022-01-10 03:00:00,2022,1,3
74.4,32,1.3299938,11.209334,85.89194,677.88654,7.6859374,42.637764,61.257668,1278.1096,2022-01-10 06:00:00,2022,1,6
74.4,32,1.3347986,24.702925,55.206284,815.75055,4.4974456,47.091114,67.63207,1286.8298,2022-01-10 12:00:00,2022,1,12
74.4,32,29.511938,79.19976,0.060476422,2747.2195,8.352118,116.96109,167.52116,1296.8912,2022-01-10 15:00:00,2022,1,15
74.4,32,0.3854893,53.74041,14.132926,1747.7623,8.25505,86.76539,124.08258,1292.9279,2022-01-10 21:00:00,2022,1,21
74.4,32,3.5434937,20.245,108.38581,1292.79,4.776802,84.01721,120.400314,1288.2534,2022-01-11 06:00:00,2022,1,6
74.4,32,0.08272423,30.909826,35.691048,1697.5645,8.544549,101.73546,146.36356,1296.3137,2022-01-11 21:00:00,2022,1,21
74.4,32,2.7392304,57.19259,10.083768,1952.3374,6.1932926,103.81083,148.4716,1292.377,2022-01-11 00:00:00,2022,1,0
74.4,32,7.5199666,42.035866,19.650766,1843.331,4.655849,94.57908,135.24118,1291.9818,2022-01-11 03:00:00,2022,1,3
74.4,32,0.5778162,5.7491198,152.20279,754.7559,10.815534,60.02844,86.753716,1285.6906,2022-01-11 09:00:00,2022,1,9
74.4,32,0.7794739,26.413935,91.99026,1018.4998,9.300882,62.73087,90.151306,1291.0205,2022-01-11 12:00:00,2022,1,12
74.4,32,2.1566792,70.57392,27.490347,1987.3218,12.58223,93.86046,134.67519,1295.0249,2022-01-11 15:00:00,2022,1,15
74.4,32,1.3464273,62.217335,22.386757,2169.4893,11.830192,103.116325,147.89282,1295.7196,2022-01-11 18:00:00,2022,1,18
74.4,32,0.5460983,8.96766,229.755,1443.3319,15.33288,102.247116,146.84575,1290.6033,2022-01-12 09:00:00,2022,1,9
74.4,32,0.13453132,27.139095,24.464241,1832.9694,7.3660893,116.84505,167.95804,1297.1185,2022-01-12 00:00:00,2022,1,0
74.4,32,11.288515,54.999695,20.468607,2738.5173,8.917992,150.89497,216.62898,1297.4432,2022-01-12 03:00:00,2022,1,3
74.4,32,2.023819,17.987629,158.09676,1887.154,8.170201,122.90982,176.5349,1294.9531,2022-01-12 06:00:00,2022,1,6
74.4,32,0.59703493,51.34823,142.93651,2044.4811,19.542393,123.59452,177.03235,1295.3881,2022-01-12 12:00:00,2022,1,12
74.4,32,7.606451,152.1754,6.3016644,4258.034,25.498734,209.52725,299.7036,1297.3931,2022-01-12 15:00:00,2022,1,15
74.4,32,33.151108,137.31189,24.449326,4938.8257,26.521053,209.00162,298.79407,1296.1023,2022-01-12 18:00:00,2022,1,18
74.4,32,9.3982525,90.51438,34.453354,3537.8398,19.990852,178.36711,255.00175,1296.5253,2022-01-12 21:00:00,2022,1,21
74.4,32,0.4100002,9.117631,306.7063,2417.065,43.573524,147.64005,211.41138,1288.9517,2022-01-13 09:00:00,2022,1,9
74.4,32,28.28319,125.2634,11.215203,6018.8633,17.832167,253.17221,361.97336,1296.9094,2022-01-13 00:00:00,2022,1,0
74.4,32,23.789482,108.99075,19.998165,5844.222,11.882555,240.6766,343.98294,1296.6401,2022-01-13 03:00:00,2022,1,3
74.4,32,2.8858778,42.286804,252.23512,4329.271,21.630302,229.90439,329.15887,1293.6091,2022-01-13 06:00:00,2022,1,6
74.4,32,0.64731014,39.174965,152.42427,2221.3633,27.41251,140.3202,201.10371,1294.0747,2022-01-13 12:00:00,2022,1,12
74.4,32,9.80101,128.43544,16.382183,4375.478,24.176643,218.45192,312.82263,1297.2269,2022-01-13 15:00:00,2022,1,15
74.4,32,55.166058,154.13072,0.3285642,6603.101,26.735628,258.82172,370.7292,1297.3801,2022-01-13 18:00:00,2022,1,18
74.4,32,68.60867,176.67728,0.38273883,7469.154,31.575344,273.13614,391.52667,1297.2412,2022-01-13 21:00:00,2022,1,21
74.4,32,0.53088343,8.506539,266.05182,2081.294,24.241611,181.4739,260.18942,1291.0824,2022-01-14 09:00:00,2022,1,9
74.4,32,0.054870952,45.868088,44.496456,2932.9795,13.44263,175.58363,252.03732,1295.4415,2022-01-14 00:00:00,2022,1,0
74.4,32,1.0219367,29.440912,84.17768,2462.457,28.978247,161.68503,232.45647,1293.5045,2022-01-14 03:00:00,2022,1,3
74.4,32,1.447674,19.369936,166.87764,2245.5945,32.906242,171.90971,246.57028,1292.0992,2022-01-14 06:00:00,2022,1,6
74.4,32,0.36202294,30.653412,207.5653,2519.116,37.057926,201.91808,288.97607,1294.5051,2022-01-14 12:00:00,2022,1,12
74.4,32,0.43478963,102.482956,61.55661,4364.125,46.690655,325.46347,465.52557,1297.5219,2022-01-14 15:00:00,2022,1,15
74.4,32,1.1430985,110.86617,47.090904,4409.9336,47.647972,315.45557,451.03894,1295.914,2022-01-14 18:00:00,2022,1,18
74.4,32,0.040526517,49.607883,60.282356,3422.202,30.129862,278.48157,398.0935,1295.9882,2022-01-14 21:00:00,2022,1,21
74.4,32,0.544253,10.712541,225.28792,2079.423,19.13064,185.51625,266.03333,1291.5602,2022-01-15 09:00:00,2022,1,9
74.4,32,2.2767267,91.92599,25.48961,4188.352,31.846844,293.17426,419.11047,1296.8119,2022-01-15 21:00:00,2022,1,21
74.4,32,0.026321346,22.764982,84.701195,2792.9856,30.735476,199.35912,285.0883,1295.1614,2022-01-15 00:00:00,2022,1,0
74.4,32,1.8182269,36.178886,47.350918,3005.9697,15.478553,173.45029,247.98997,1296.3464,2022-01-15 03:00:00,2022,1,3
74.4,32,1.3071542,20.133904,131.93387,2432.591,19.884874,187.7627,268.9905,1293.0565,2022-01-15 06:00:00,2022,1,6
74.4,32,0.20973517,25.739914,183.85931,2611.0378,27.371426,205.82553,294.5576,1294.2457,2022-01-15 12:00:00,2022,1,12
74.4,32,0.38493225,95.43293,67.97651,4314.7188,38.333908,299.67487,428.58142,1297.0515,2022-01-15 15:00:00,2022,1,15
74.4,32,4.2951145,129.41505,23.781788,5183.32,44.12161,330.92963,473.18677,1296.8328,2022-01-15 18:00:00,2022,1,18
74.4,32,0.79653406,16.36286,138.6275,2424.4412,27.068417,198.48209,284.25464,1293.504,2022-01-16 06:00:00,2022,1,6
74.4,32,17.442278,127.507744,2.2972684,5571.6104,40.670376,283.0264,404.73343,1297.5028,2022-01-16 21:00:00,2022,1,21
74.4,32,0.007938184,26.083263,109.87955,3158.8967,37.145977,227.81361,325.86047,1294.2299,2022-01-16 00:00:00,2022,1,0
74.4,32,1.6069251,30.595478,68.60012,3105.7686,28.57941,216.58511,309.72342,1295.276,2022-01-16 03:00:00,2022,1,3
74.4,32,0.70155436,17.465885,185.01758,2498.8323,32.565075,200.60771,287.5745,1293.5378,2022-01-16 09:00:00,2022,1,9
74.4,32,0.34983712,29.647682,140.29382,2780.5396,36.798508,203.75862,291.4199,1295.1226,2022-01-16 12:00:00,2022,1,12
74.4,32,1.3163458,92.40711,42.68612,4243.2666,41.11213,270.25092,386.3819,1296.8434,2022-01-16 15:00:00,2022,1,15
74.4,32,12.908043,115.44821,15.359027,5150.2993,40.087547,280.21796,400.63483,1296.6144,2022-01-16 18:00:00,2022,1,18
74.4,32,1.0282036,15.364988,192.64418,2695.385,40.809994,203.93152,292.46136,1293.5422,2022-01-17 09:00:00,2022,1,9
74.4,32,0.07492531,46.09772,61.658203,3346.324,25.214735,248.65009,356.17932,1296.691,2022-01-17 21:00:00,2022,1,21
74.4,32,0.11754082,52.93112,19.825485,4125.3276,23.366543,259.29938,370.81622,1297.018,2022-01-17 00:00:00,2022,1,0
74.4,32,1.4008805,43.870018,31.705982,3365.483,30.767773,232.73076,332.87784,1295.6599,2022-01-17 03:00:00,2022,1,3
74.4,32,0.8111918,20.82076,99.63266,2803.817,35.856113,218.29657,313.05328,1294.5519,2022-01-17 06:00:00,2022,1,6
74.4,32,0.72585636,38.548946,139.38148,2695.2876,30.099863,200.73465,287.54773,1295.3746,2022-01-17 12:00:00,2022,1,12
74.4,32,7.54963,143.04153,7.66174,5037.222,34.71862,291.38016,417.19666,1297.5765,2022-01-17 15:00:00,2022,1,15
74.4,32,11.805332,104.656876,39.651367,4702.752,38.009415,275.632,394.49875,1296.4728,2022-01-17 18:00:00,2022,1,18
74.4,32,0.6615153,35.03567,144.79433,2145.404,16.395634,154.19183,221.8505,1293.8702,2022-01-18 12:00:00,2022,1,12
74.4,32,0.04790763,43.441284,69.77853,3506.4768,26.705593,276.0878,395.90756,1296.3475,2022-01-18 00:00:00,2022,1,0
74.4,32,1.3483771,31.910797,73.54031,2930.4666,20.876448,236.43712,339.38464,1295.3386,2022-01-18 03:00:00,2022,1,3
74.4,32,1.6477649,18.398096,170.1498,2562.0789,18.009127,208.80515,300.30734,1294.4209,2022-01-18 06:00:00,2022,1,6
74.4,32,0.44948223,6.6679964,212.31168,1901.1544,18.035692,161.09082,232.97874,1291.1542,2022-01-18 09:00:00,2022,1,9
74.4,32,3.3961499,110.29417,36.50621,3606.679,20.05582,196.9189,282.87607,1295.6975,2022-01-18 15:00:00,2022,1,15
74.4,32,4.4353557,102.29742,23.176676,3927.1438,20.356287,213.53053,306.55026,1296.7501,2022-01-18 18:00:00,2022,1,18
74.4,32,0.5868685,79.00051,19.016232,3640.7498,14.680626,215.51402,309.31927,1297.0317,2022-01-18 21:00:00,2022,1,21
74.4,32,1.3408567,21.600962,177.18448,3114.5571,13.71645,231.18025,332.75055,1294.617,2022-01-19 06:00:00,2022,1,6
74.4,32,25.715675,132.87311,0.16102675,5782.492,23.044516,318.43137,458.8333,1297.6069,2022-01-19 21:00:00,2022,1,21
74.4,32,0.6372829,77.29382,14.237144,4216.6665,9.642886,238.9511,342.695,1296.9606,2022-01-19 00:00:00,2022,1,0
74.4,32,5.1326623,56.784744,25.504461,4042.4832,8.698091,242.54417,348.02057,1296.3009,2022-01-19 03:00:00,2022,1,3
74.4,32,0.31815404,8.380997,217.41444,2399.2761,22.434002,196.03429,283.11575,1293.053,2022-01-19 09:00:00,2022,1,9
74.4,32,0.7977178,48.510807,115.804214,2564.2007,18.463531,188.09888,271.44464,1295.2922,2022-01-19 12:00:00,2022,1,12
74.4,32,8.735344,121.24692,15.42006,4412.436,17.488375,254.78186,366.74994,1296.9523,2022-01-19 15:00:00,2022,1,15
74.4,32,17.492414,123.97811,0.60253596,5363.3125,16.85729,287.6576,414.17856,1297.4377,2022-01-19 18:00:00,2022,1,18
74.4,32,2.791316,33.535835,198.65984,2957.5913,31.637978,208.98898,303.7812,1290.5012,2022-01-20 06:00:00,2022,1,6
74.4,32,32.096096,129.51807,0.7310563,6145.1577,20.624979,329.94916,475.60303,1297.5383,2022-01-20 00:00:00,2022,1,0
74.4,32,33.56974,110.26,17.424585,5725.3906,9.752615,281.72415,405.87042,1296.5333,2022-01-20 03:00:00,2022,1,3
74.4,32,0.32135716,7.465488,187.60631,1339.5911,24.182144,131.01672,194.34763,1284.7025,2022-01-20 09:00:00,2022,1,9
74.4,32,0.8378265,43.33123,130.26407,1720.9124,16.300167,143.43375,211.61304,1293.1511,2022-01-20 12:00:00,2022,1,12
74.4,32,22.157558,138.66805,9.241716,4390.861,20.420181,231.2035,336.39722,1297.1935,2022-01-20 15:00:00,2022,1,15
74.4,32,29.210705,112.39014,26.078396,4696.4907,21.567766,209.52158,303.58716,1294.4532,2022-01-20 18:00:00,2022,1,18
74.4,32,20.531277,108.9439,15.014447,4237.717,22.990093,190.5601,276.20914,1295.167,2022-01-20 21:00:00,2022,1,21
74.4,32,0.33006132,4.7843375,174.35129,991.7773,22.608643,105.17578,155.34753,1282.3306,2022-01-21 09:00:00,2022,1,9
74.4,32,0.023536017,6.0679293,73.41981,777.748,6.7566476,86.71674,124.9136,1289.1415,2022-01-21 21:00:00,2022,1,21
74.4,32,12.977885,89.16608,8.182539,4082.9531,18.889338,213.08134,310.0766,1297.2805,2022-01-21 00:00:00,2022,1,0
74.4,32,16.65121,72.28901,17.52932,3922.286,9.481603,197.24551,285.59412,1294.9062,2022-01-21 03:00:00,2022,1,3
74.4,32,2.314468,23.475899,173.93712,2213.2551,20.589699,155.09982,227.2785,1287.0455,2022-01-21 06:00:00,2022,1,6
74.4,32,0.81331563,31.682747,101.460335,1330.3281,15.64283,120.35341,175.44695,1290.7056,2022-01-21 12:00:00,2022,1,12
74.4,32,0.37351242,47.39414,47.720493,1864.7173,10.271452,137.0401,198.36992,1292.7637,2022-01-21 15:00:00,2022,1,15
74.4,32,0.102778584,14.383684,79.46667,1069.8798,6.0686717,106.36145,153.8121,1287.9285,2022-01-21 18:00:00,2022,1,18
74.4,32,0.3613266,11.399046,80.33439,706.53876,7.4785347,80.013756,115.98637,1284.9028,2022-01-22 09:00:00,2022,1,9
74.4,32,0.013648105,4.5745006,73.508934,410.2073,3.1900356,41.779045,61.021854,1284.3552,2022-01-22 21:00:00,2022,1,21
74.4,32,0.023536017,4.273871,68.63743,712.8148,8.031434,76.38451,111.18623,1289.4822,2022-01-22 00:00:00,2022,1,0
74.4,32,0.1905164,12.707757,81.418,736.214,6.743069,59.865334,86.75001,1284.859,2022-01-22 03:00:00,2022,1,3
74.4,32,1.273034,10.644077,86.77716,771.166,7.9024615,73.69184,106.80281,1284.6682,2022-01-22 06:00:00,2022,1,6
74.4,32,0.12533973,14.37467,75.31147,618.31934,6.0897827,71.784294,105.01841,1283.8966,2022-01-22 12:00:00,2022,1,12
74.4,32,0.10041106,13.643755,71.29505,648.936,4.1711326,58.989357,85.06307,1284.7625,2022-01-22 15:00:00,2022,1,15
74.4,32,0.055428017,8.663026,77.509865,535.1633,3.20727,45.776127,67.09771,1284.3203,2022-01-22 18:00:00,2022,1,18
74.4,32,2.3430176,12.5020275,57.771244,656.26825,4.388945,44.41782,64.645874,1287.1233,2022-01-23 06:00:00,2022,1,6
74.4,32,0.49404746,18.174204,55.80882,674.21454,5.6460104,50.770687,75.36957,1287.7505,2022-01-23 12:00:00,2022,1,12
74.4,32,0.015040768,3.391636,70.56104,392.06274,3.4272184,37.31061,54.01892,1284.8632,2022-01-23 00:00:00,2022,1,0
74.4,32,0.24107009,10.835846,60.976128,534.5916,4.1272287,35.4698,51.07908,1285.8373,2022-01-23 03:00:00,2022,1,3
74.4,32,0.3932186,8.68906,83.08022,565.01166,6.224093,45.267952,68.668144,1285.3752,2022-01-23 09:00:00,2022,1,9
74.4,32,0.05459242,16.418371,33.226208,702.293,7.4628325,63.512077,92.63117,1291.1129,2022-01-23 21:00:00,2022,1,21
74.4,32,0.18397088,23.687475,45.16579,779.9528,5.9639435,56.829567,83.76653,1288.3275,2022-01-23 15:00:00,2022,1,15
74.4,32,0.19970798,21.19077,39.509106,798.764,7.68357,60.233482,88.29954,1289.1915,2022-01-23 18:00:00,2022,1,18
74.4,32,1.0089849,20.965626,67.90692,854.1886,5.9500985,55.221886,81.549095,1290.0819,2022-01-24 12:00:00,2022,1,12
74.4,32,1.6198072,50.053642,17.467833,1563.4585,5.531939,80.24293,116.62112,1294.3312,2022-01-24 15:00:00,2022,1,15
74.4,32,0.040665783,12.703403,28.856598,687.9874,6.945679,66.97382,97.41822,1292.1495,2022-01-24 00:00:00,2022,1,0
74.4,32,2.9035647,20.897118,21.736452,910.6669,9.513913,72.85248,106.1689,1292.2263,2022-01-24 03:00:00,2022,1,3
74.4,32,0.82222867,8.507701,80.085495,655.35583,12.190474,42.334938,63.714096,1285.7852,2022-01-24 06:00:00,2022,1,6
74.4,32,0.6838675,6.272244,108.26499,634.1809,8.135838,42.548347,63.73124,1285.4459,2022-01-24 09:00:00,2022,1,9
74.4,32,5.398522,56.997765,4.2770095,2117.1406,7.430279,106.1241,153.62198,1296.6647,2022-01-24 18:00:00,2022,1,18
74.4,32,4.9665174,55.995583,0.6724477,2274.4912,8.566414,138.10931,199.8171,1297.3927,2022-01-24 21:00:00,2022,1,21
74.4,32,45.64776,89.713974,7.668007,3918.6301,15.148457,196.73767,284.63916,1297.7051,2022-01-25 21:00:00,2022,1,21
74.4,32,0.97570026,28.029251,85.65026,969.6505,10.825327,72.5526,106.201195,1290.7244,2022-01-25 12:00:00,2022,1,12
74.4,32,26.757528,98.11139,2.2662818,2744.5947,16.79274,128.44095,186.51715,1296.0494,2022-01-25 15:00:00,2022,1,15
74.4,32,1.8249466,42.18387,4.130479,1970.5731,7.8294287,143.963,207.99796,1297.5345,2022-01-25 00:00:00,2022,1,0
74.4,32,16.294792,45.408543,11.583167,2622.224,5.1286235,154.88533,223.2405,1296.7573,2022-01-25 03:00:00,2022,1,3
74.4,32,1.7689615,12.646297,122.8929,1176.5723,20.47766,81.896996,120.20693,1287.9883,2022-01-25 06:00:00,2022,1,6
74.4,32,0.34120262,3.913828,134.1464,607.65704,11.922176,46.17974,68.541374,1283.8165,2022-01-25 09:00:00,2022,1,9
74.4,32,28.954872,79.85799,22.23969,3011.1577,13.417897,141.35104,204.84325,1295.1893,2022-01-25 18:00:00,2022,1,18
74.4,32,0.38952807,6.769092,222.05128,1290.0797,16.856733,90.23906,130.37262,1287.1208,2022-01-26 09:00:00,2022,1,9
74.4,32,92.77055,121.54968,0.06125464,6374.0034,13.801136,229.60095,330.58188,1297.5736,2022-01-26 00:00:00,2022,1,0
74.4,32,64.07249,126.58183,8.48715,5798.574,9.821274,198.9305,285.73834,1295.4125,2022-01-26 03:00:00,2022,1,3
