longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,year,month,avg_temp,date_time_sin,date_time_cos,date,time_of_day,time_sin,time_cos
74.4,32,2.1146207,78.72004,1.8164861,4472.0244,15.22171,236.10876,338.43903,1299.9102,2025-01-24 00:00:00,2023,1,12.1,0.0,1.0,2023-01-02,00:00:00,0.0,1.0
74.4,32,17.337967,72.91226,19.290342,4659.464,12.911594,226.74828,324.8327,1299.0605,2025-01-24 03:00:00,2023,1,12.1,0.7071067811865476,0.7071067811865475,2023-01-02,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,2.0151844,28.02748,212.66539,3487.1572,15.073601,205.12003,294.38217,1297.4893,2025-01-24 06:00:00,2023,1,12.1,1.0,-1.6081226496766366e-16,2023-01-02,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.6606797,51.56534,158.01976,2027.004,33.880074,120.22692,172.29842,1297.8579,2025-01-24 12:00:00,2023,1,12.1,-3.216245299353273e-16,-1.0,2023-01-02,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,5.4645343,152.12726,12.72275,4309.084,35.25013,217.42789,311.17346,1299.8385,2025-01-24 15:00:00,2023,1,12.1,-0.7071067811865475,-0.7071067811865477,2023-01-02,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,26.659065,159.48824,0.52298003,5942.4644,32.212383,267.15454,382.19427,1299.8237,2025-01-24 18:00:00,2023,1,12.1,-1.0,-1.8369701987210292e-16,2023-01-02,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.36752397,6.261033,233.78807,1355.768,28.36877,103.73748,149.2103,1292.1185,2025-01-24 09:00:00,2023,1,10.6,0.7071067811865476,-0.7071067811865475,2023-01-03,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,8.7581835,119.316986,4.9733887,5181.7173,23.69911,210.68489,301.849,1299.7274,2025-01-24 00:00:00,2023,1,10.6,0.0,1.0,2023-01-03,00:00:00,0.0,1.0
74.4,32,33.255905,144.16287,20.40315,6559.557,25.857658,261.75092,375.19226,1299.7825,2025-01-24 03:00:00,2023,1,10.6,0.7071067811865476,0.7071067811865475,2023-01-03,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,2.7805924,37.790234,226.47168,3023.2336,37.734295,185.29749,266.53665,1295.1936,2025-01-24 06:00:00,2023,1,10.6,1.0,-1.6081226496766366e-16,2023-01-03,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.18048923,54.620323,51.17221,2756.5688,18.150587,173.03961,247.42848,1298.9369,2025-01-24 21:00:00,2023,1,10.6,-0.7071067811865477,0.7071067811865474,2023-01-03,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.5927177,44.29483,157.20926,1890.4523,26.47253,123.71088,177.10867,1297.3131,2025-01-24 12:00:00,2023,1,10.6,-3.216245299353273e-16,-1.0,2023-01-03,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,1.3336148,97.75117,49.766003,3164.9395,24.453783,177.50366,253.93692,1298.8115,2025-01-24 15:00:00,2023,1,10.6,-0.7071067811865475,-0.7071067811865477,2023-01-03,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,6.224093,94.603325,26.280087,3800.1697,22.556417,207.62627,296.89365,1299.4032,2025-01-24 18:00:00,2023,1,10.6,-1.0,-1.8369701987210292e-16,2023-01-03,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.41111434,6.845905,237.30489,1583.6735,21.360746,115.9815,166.7359,1294.2881,2025-01-24 09:00:00,2023,1,9.6,0.7071067811865476,-0.7071067811865475,2023-01-04,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,72.493996,196.9576,1.5333924,8417.462,44.05657,327.8258,469.0202,1299.6942,2025-01-24 21:00:00,2023,1,9.6,-0.7071067811865477,0.7071067811865474,2023-01-04,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,46.7598,156.74432,0.05387352,6222.966,36.261913,260.1131,372.03064,1299.6212,2025-01-24 00:00:00,2023,1,9.6,0.0,1.0,2023-01-04,00:00:00,0.0,1.0
74.4,32,33.10717,126.34421,18.370071,5286.868,21.958477,250.98642,358.846,1298.9927,2025-01-24 03:00:00,2023,1,9.6,0.7071067811865476,0.7071067811865475,2023-01-04,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,3.45687,45.205544,221.78745,3458.685,16.91989,206.82729,296.09286,1297.0897,2025-01-24 06:00:00,2023,1,9.6,1.0,-1.6081226496766366e-16,2023-01-04,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.544253,51.99151,187.2277,2865.0515,32.37624,183.77249,263.01096,1298.4475,2025-01-24 12:00:00,2023,1,9.6,-3.216245299353273e-16,-1.0,2023-01-04,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,4.1089153,150.0161,23.308525,5015.4893,36.18391,277.4675,396.96765,1299.7755,2025-01-24 15:00:00,2023,1,9.6,-0.7071067811865475,-0.7071067811865477,2023-01-04,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,40.754913,181.7366,1.1439688,7230.813,39.418232,327.88055,469.04358,1299.8694,2025-01-24 18:00:00,2023,1,9.6,-1.0,-1.8369701987210292e-16,2023-01-04,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.15709247,29.673933,165.12743,3369.1526,31.0869,214.59486,307.71408,1296.2983,2025-01-24 09:00:00,2023,1,10.0,0.7071067811865476,-0.7071067811865475,2023-01-05,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,18.098919,145.3934,0.23732215,6496.5312,16.853125,261.813,374.1965,1299.4257,2025-01-24 00:00:00,2023,1,10.0,0.0,1.0,2023-01-05,00:00:00,0.0,1.0
74.4,32,27.521126,124.71334,2.3725767,6665.5767,13.56312,255.82954,365.6422,1299.6213,2025-01-24 03:00:00,2023,1,10.0,0.7071067811865476,0.7071067811865475,2023-01-05,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.4561692,95.71025,67.29528,5778.103,7.734646,275.19843,393.89435,1298.5911,2025-01-24 06:00:00,2023,1,10.0,1.0,-1.6081226496766366e-16,2023-01-05,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.46960622,49.547264,221.82103,3598.5452,32.062405,217.98949,311.76645,1298.6896,2025-01-24 12:00:00,2023,1,10.0,-3.216245299353273e-16,-1.0,2023-01-05,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,5.1871157,151.63113,34.451508,5902.649,35.22207,320.36935,457.99698,1299.8013,2025-01-24 15:00:00,2023,1,10.0,-0.7071067811865475,-0.7071067811865477,2023-01-05,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,38.374573,169.62326,8.603215,7611.2886,37.39915,351.47888,502.45526,1299.7771,2025-01-24 18:00:00,2023,1,10.0,-1.0,-1.8369701987210292e-16,2023-01-05,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,69.4825,186.30035,2.0406702,8771.974,38.20901,346.59726,495.5198,1299.7882,2025-01-24 21:00:00,2023,1,10.0,-0.7071067811865477,0.7071067811865474,2023-01-05,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,20.410461,134.46614,22.401762,6294.948,32.450596,363.90646,520.3599,1299.3806,2025-01-24 21:00:00,2023,1,9.1,-0.7071067811865477,0.7071067811865474,2023-01-06,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.6754419,50.335163,117.28911,3487.7507,23.438265,230.28363,329.22238,1299.0237,2025-01-24 12:00:00,2023,1,9.1,-3.216245299353273e-16,-1.0,2023-01-06,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,14.784101,154.74544,4.2425413,5901.3066,29.426401,313.79468,448.6284,1299.7899,2025-01-24 15:00:00,2023,1,9.1,-0.7071067811865475,-0.7071067811865477,2023-01-06,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,1.7413868,72.829346,11.207822,4641.5356,8.073876,217.01657,310.027,1299.6138,2025-01-24 00:00:00,2023,1,9.1,0.0,1.0,2023-01-06,00:00:00,0.0,1.0
74.4,32,4.6804643,54.74112,30.83396,3990.5122,9.878791,199.75645,285.5362,1298.908,2025-01-24 03:00:00,2023,1,9.1,0.7071067811865476,0.7071067811865475,2023-01-06,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,4.811653,55.928066,96.030754,4035.1123,6.171659,214.78761,307.82996,1298.8851,2025-01-24 06:00:00,2023,1,9.1,1.0,-1.6081226496766366e-16,2023-01-06,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,1.1741548,33.944927,207.81836,3568.1084,20.059093,238.16347,341.21362,1298.1107,2025-01-24 09:00:00,2023,1,9.1,0.7071067811865476,-0.7071067811865475,2023-01-06,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,51.248634,170.87555,0.3220535,7575.2188,35.32861,362.01843,517.6158,1299.8969,2025-01-24 18:00:00,2023,1,9.1,-1.0,-1.8369701987210292e-16,2023-01-06,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,2.6807384,35.69813,156.42162,3833.859,8.6717,243.86935,348.84222,1298.2673,2025-01-24 06:00:00,2023,1,9.0,1.0,-1.6081226496766366e-16,2023-01-07,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,4.2366223,64.91644,12.893734,3650.9219,11.576671,203.03833,290.17123,1299.3165,2025-01-24 21:00:00,2023,1,9.0,-0.7071067811865477,0.7071067811865474,2023-01-07,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,4.1156,80.045135,15.908445,4990.8447,16.499317,283.0617,404.42844,1299.4685,2025-01-24 00:00:00,2023,1,9.0,0.0,1.0,2023-01-07,00:00:00,0.0,1.0
74.4,32,4.8416653,53.528572,40.518475,4046.213,13.841894,239.18011,341.7558,1298.5704,2025-01-24 03:00:00,2023,1,9.0,0.7071067811865476,0.7071067811865475,2023-01-07,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.4100002,19.289764,191.64633,3102.7122,15.493802,212.76122,305.0697,1297.1428,2025-01-24 09:00:00,2023,1,9.0,0.7071067811865476,-0.7071067811865475,2023-01-07,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.39440238,37.45962,94.30598,2967.875,14.615322,194.93045,278.63623,1298.1082,2025-01-24 12:00:00,2023,1,9.0,-3.216245299353273e-16,-1.0,2023-01-07,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,11.250773,100.31142,3.0827656,4547.6406,16.122105,245.83412,351.22604,1299.7365,2025-01-24 15:00:00,2023,1,9.0,-0.7071067811865475,-0.7071067811865477,2023-01-07,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,40.125427,106.727,0.8276949,5416.4644,20.68635,251.5031,359.3323,1299.5977,2025-01-24 18:00:00,2023,1,9.0,-1.0,-1.8369701987210292e-16,2023-01-07,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.6850513,13.038924,204.84555,2302.774,17.388939,160.4903,231.45139,1296.4058,2025-01-24 09:00:00,2023,1,9.1,0.7071067811865476,-0.7071067811865475,2023-01-08,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,1.3440598,51.123917,14.934086,3335.1946,10.016329,199.43042,285.1841,1299.3994,2025-01-24 00:00:00,2023,1,9.1,0.0,1.0,2023-01-08,00:00:00,0.0,1.0
74.4,32,11.604789,46.225044,16.605183,3515.2556,7.6709313,196.92697,281.86957,1299.4875,2025-01-24 03:00:00,2023,1,9.1,0.7071067811865476,0.7071067811865475,2023-01-08,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,3.3348727,32.31241,124.229866,3094.0493,9.375273,187.97159,270.05103,1298.559,2025-01-24 06:00:00,2023,1,9.1,1.0,-1.6081226496766366e-16,2023-01-08,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.671821,57.35701,92.4841,3067.4526,17.886969,191.69373,274.9132,1298.6841,2025-01-24 12:00:00,2023,1,9.1,-3.216245299353273e-16,-1.0,2023-01-08,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,14.295693,116.63493,1.0020216,4659.2915,18.147383,242.73145,348.23642,1299.7665,2025-01-24 15:00:00,2023,1,9.1,-0.7071067811865475,-0.7071067811865477,2023-01-08,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,50.173496,130.28366,0.61541814,5945.995,24.50573,268.86395,385.69797,1299.6565,2025-01-24 18:00:00,2023,1,9.1,-1.0,-1.8369701987210292e-16,2023-01-08,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,6.4460835,76.22706,12.819975,3767.3845,11.831793,197.73569,283.76694,1298.2847,2025-01-24 21:00:00,2023,1,9.1,-0.7071067811865477,0.7071067811865474,2023-01-08,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.50699925,16.048777,293.22873,3175.157,24.764069,203.73502,293.50778,1294.6869,2025-01-24 09:00:00,2023,1,11.3,0.7071067811865476,-0.7071067811865475,2023-01-09,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,14.279818,96.118965,2.0859265,4491.9653,12.400151,231.69969,332.9759,1299.266,2025-01-24 00:00:00,2023,1,11.3,0.0,1.0,2023-01-09,00:00:00,0.0,1.0
74.4,32,16.88786,79.40638,13.037579,4372.992,9.383907,225.16058,323.83472,1298.8273,2025-01-24 03:00:00,2023,1,11.3,0.7071067811865476,0.7071067811865475,2023-01-09,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,3.7732832,53.522358,205.90614,4338.4946,10.080309,238.21988,342.03598,1298.0918,2025-01-24 06:00:00,2023,1,11.3,1.0,-1.6081226496766366e-16,2023-01-09,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.42309126,46.97254,211.41393,3568.9304,29.140247,210.33122,301.71588,1297.8088,2025-01-24 12:00:00,2023,1,11.3,-3.216245299353273e-16,-1.0,2023-01-09,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,17.664825,163.89333,28.648172,6221.3804,35.234253,306.4895,439.14642,1299.742,2025-01-24 15:00:00,2023,1,11.3,-0.7071067811865475,-0.7071067811865477,2023-01-09,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,53.74749,201.9486,0.12011725,8329.274,39.32423,351.0503,502.85385,1299.873,2025-01-24 18:00:00,2023,1,11.3,-1.0,-1.8369701987210292e-16,2023-01-09,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,61.71158,194.22496,0.12821211,8283.881,35.750965,355.0109,508.71472,1299.7551,2025-01-24 21:00:00,2023,1,11.3,-0.7071067811865477,0.7071067811865474,2023-01-09,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.55588174,46.886223,184.6011,2947.1248,16.425018,189.68686,272.75208,1296.791,2025-01-24 12:00:00,2023,1,11.8,-3.216245299353273e-16,-1.0,2023-01-10,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,5.8852577,131.73042,38.320953,4302.52,25.889063,226.90883,325.9067,1297.9617,2025-01-24 15:00:00,2023,1,11.8,-0.7071067811865475,-0.7071067811865477,2023-01-10,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,11.106703,127.2423,9.658675,5679.0586,20.775003,278.86728,399.67276,1299.0527,2025-01-24 00:00:00,2023,1,11.8,0.0,1.0,2023-01-10,00:00:00,0.0,1.0
74.4,32,12.652002,87.662704,38.6624,5000.277,15.985184,254.34163,364.91803,1298.2157,2025-01-24 03:00:00,2023,1,11.8,0.7071067811865476,0.7071067811865475,2023-01-10,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,4.28836,63.27588,177.08653,4696.3755,5.4785304,265.99194,381.4595,1297.2074,2025-01-24 06:00:00,2023,1,11.8,1.0,-1.6081226496766366e-16,2023-01-10,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.5488488,11.307329,264.88818,2476.3381,13.46873,174.54039,251.80336,1291.6886,2025-01-24 09:00:00,2023,1,11.8,0.7071067811865476,-0.7071067811865475,2023-01-10,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,22.170929,149.72351,3.1677878,5202.237,28.698656,239.74707,344.66034,1299.0172,2025-01-24 18:00:00,2023,1,11.8,-1.0,-1.8369701987210292e-16,2023-01-10,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,12.169514,124.32801,3.4853325,4700.2886,14.989436,223.02618,320.17004,1298.1067,2025-01-24 21:00:00,2023,1,11.8,-0.7071067811865477,0.7071067811865474,2023-01-10,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.31237447,27.260187,104.3153,2464.2056,7.6897445,180.82695,259.1998,1293.0491,2025-01-24 12:00:00,2023,1,12.4,-3.216245299353273e-16,-1.0,2023-01-11,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,0.21057077,29.395329,68.726425,2122.5337,6.2503448,159.85475,229.16394,1293.0828,2025-01-24 15:00:00,2023,1,12.4,-0.7071067811865475,-0.7071067811865477,2023-01-11,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.48019046,86.67352,10.010915,4699.1543,11.11152,242.47084,347.78268,1298.8815,2025-01-24 00:00:00,2023,1,12.4,0.0,1.0,2023-01-11,00:00:00,0.0,1.0
74.4,32,2.7221005,63.159626,26.742079,4326.491,12.424963,241.93661,347.13593,1296.8528,2025-01-24 03:00:00,2023,1,12.4,0.7071067811865476,0.7071067811865475,2023-01-11,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,3.9689524,51.286644,94.603966,3982.9165,12.529517,237.59512,340.8812,1295.9612,2025-01-24 06:00:00,2023,1,12.4,1.0,-1.6081226496766366e-16,2023-01-11,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.5409802,26.91052,161.73062,3071.5417,16.577713,220.09741,316.1848,1293.173,2025-01-24 09:00:00,2023,1,12.4,0.7071067811865476,-0.7071067811865475,2023-01-11,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.14950246,21.281858,65.60968,2083.5237,4.769003,140.05421,200.816,1293.428,2025-01-24 18:00:00,2023,1,12.4,-1.0,-1.8369701987210292e-16,2023-01-11,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.03753229,11.03772,59.170765,2133.0698,3.9848638,143.81398,206.11813,1295.4049,2025-01-24 21:00:00,2023,1,12.4,-0.7071067811865477,0.7071067811865474,2023-01-11,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,1.5766346,12.84224,123.36183,2249.86,14.265333,162.60826,235.14543,1292.4105,2025-01-24 06:00:00,2023,1,11.75,1.0,-1.6081226496766366e-16,2023-01-12,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.06900649,10.608367,37.588688,2315.8904,2.24523,162.04951,232.10078,1297.4027,2025-01-24 00:00:00,2023,1,11.75,0.0,1.0,2023-01-12,00:00:00,0.0,1.0
74.4,32,2.7237718,24.155235,23.840227,2745.3118,4.1842585,177.9834,255.22667,1297.3615,2025-01-24 03:00:00,2023,1,11.75,0.7071067811865476,0.7071067811865475,2023-01-12,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,0.4878153,8.982596,132.54945,1626.1936,23.764692,129.9755,191.0615,1288.3125,2025-01-24 09:00:00,2023,1,11.75,0.7071067811865476,-0.7071067811865475,2023-01-12,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.7673577,37.127316,125.411125,1851.9735,20.178736,127.461044,186.11697,1294.5164,2025-01-24 12:00:00,2023,1,11.75,-3.216245299353273e-16,-1.0,2023-01-12,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,1.4252521,88.616486,18.614832,3100.647,13.422354,167.68054,243.11717,1298.0448,2025-01-24 15:00:00,2023,1,11.75,-0.7071067811865475,-0.7071067811865477,2023-01-12,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.5339473,51.581593,24.736773,2382.8623,7.903088,137.96225,200.75458,1297.3234,2025-01-24 18:00:00,2023,1,11.75,-1.0,-1.8369701987210292e-16,2023-01-12,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.3069431,31.388268,34.35973,1399.7893,5.530059,92.84834,135.86829,1295.3964,2025-01-24 21:00:00,2023,1,11.75,-0.7071067811865477,0.7071067811865474,2023-01-12,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.048743233,13.058187,44.28563,770.98096,3.6088097,74.46951,108.44996,1293.9888,2025-01-24 21:00:00,2023,1,13.25,-0.7071067811865477,0.7071067811865474,2023-01-13,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,0.76102114,22.778316,80.39731,874.3389,10.209143,91.53074,136.19778,1290.1632,2025-01-24 12:00:00,2023,1,13.25,-3.216245299353273e-16,-1.0,2023-01-13,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,7.1457577,63.93819,18.523787,2047.4303,7.6821423,118.91626,174.25595,1296.3239,2025-01-24 15:00:00,2023,1,13.25,-0.7071067811865475,-0.7071067811865477,2023-01-13,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.03300613,23.59776,53.156246,1142.6519,3.956013,76.91264,111.72617,1291.7012,2025-01-24 00:00:00,2023,1,13.25,0.0,1.0,2023-01-13,00:00:00,0.0,1.0
74.4,32,1.2496372,18.317648,56.933434,847.75775,4.594202,63.508255,92.88595,1288.9731,2025-01-24 03:00:00,2023,1,13.25,0.7071067811865476,0.7071067811865475,2023-01-13,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.7256497,9.855458,98.21785,686.98596,9.477704,72.28692,108.87067,1284.98,2025-01-24 06:00:00,2023,1,13.25,1.0,-1.6081226496766366e-16,2023-01-13,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,0.38695163,5.4787836,130.7933,648.36145,16.656328,83.708305,128.59763,1283.6362,2025-01-24 09:00:00,2023,1,13.25,0.7071067811865476,-0.7071067811865475,2023-01-13,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.25374335,29.346197,31.611378,1103.1583,3.410912,89.869125,130.67561,1294.3257,2025-01-24 18:00:00,2023,1,13.25,-1.0,-1.8369701987210292e-16,2023-01-13,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.06684786,4.591033,119.357414,625.9682,7.8432035,56.936203,84.19391,1286.3812,2025-01-24 09:00:00,2023,1,9.0,0.7071067811865476,-0.7071067811865475,2023-01-14,09:00:00,0.7071067811865476,-0.7071067811865475
74.4,32,0.10263932,9.065069,34.007782,745.05273,2.7359002,77.02969,111.589134,1296.3552,2025-01-24 00:00:00,2023,1,9.0,0.0,1.0,2023-01-14,00:00:00,0.0,1.0
74.4,32,3.3994923,19.893642,22.846962,1071.8202,2.2300377,80.481834,116.42572,1295.4099,2025-01-24 03:00:00,2023,1,9.0,0.7071067811865476,0.7071067811865475,2023-01-14,03:00:00,0.7071067811865476,0.7071067811865475
74.4,32,1.8287067,10.326746,97.369514,911.10516,6.284465,73.530945,107.34889,1290.6653,2025-01-24 06:00:00,2023,1,9.0,1.0,-1.6081226496766366e-16,2023-01-14,06:00:00,1.0,-1.6081226496766366e-16
74.4,32,1.0024394,27.931416,85.78636,974.13776,7.737861,57.45222,83.34118,1292.5371,2025-01-24 12:00:00,2023,1,9.0,-3.216245299353273e-16,-1.0,2023-01-14,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,5.3460183,71.94067,18.385077,1943.1019,9.656104,82.50381,119.51646,1296.2295,2025-01-24 15:00:00,2023,1,9.0,-0.7071067811865475,-0.7071067811865477,2023-01-14,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.36292818,41.56348,34.630707,1536.7538,7.8952894,66.64507,96.67708,1296.3093,2025-01-24 18:00:00,2023,1,9.0,-1.0,-1.8369701987210292e-16,2023-01-14,18:00:00,-1.0,-1.8369701987210297e-16
74.4,32,0.052921224,17.706709,45.700054,1190.4149,6.576646,61.082108,88.651566,1297.5094,2025-01-24 21:00:00,2023,1,9.0,-0.7071067811865477,0.7071067811865474,2023-01-14,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,19.032978,66.20018,16.721888,2486.9304,14.76147,128.06609,183.32246,1299.2861,2025-01-24 21:00:00,2023,1,10.85,-0.7071067811865477,0.7071067811865474,2023-01-15,21:00:00,-0.7071067811865477,0.7071067811865474
74.4,32,1.1131562,36.54466,96.85765,1227.3953,10.829087,75.38475,108.37988,1295.5137,2025-01-24 12:00:00,2023,1,10.85,-3.216245299353273e-16,-1.0,2023-01-15,12:00:00,-3.216245299353273e-16,-1.0
74.4,32,27.597582,97.55573,18.76524,2922.2246,17.408924,124.553375,178.60509,1298.577,2025-01-24 15:00:00,2023,1,10.85,-0.7071067811865475,-0.7071067811865477,2023-01-15,15:00:00,-0.7071067811865475,-0.7071067811865477
74.4,32,0.08147083,14.856775,36.639637,1279.352,6.821175,74.382866,107.279396,1298.9113,2025-01-24 00:00:00,2023,1,10.85,0.0,1.0,2023-01-15,00:00:00,0.0,1.0
74.4,32,8.369352,34.535038,21.642273,1945.1619,6.511782,92.44433,132.97543,1299.1681,2025-01-24 03:00:00,2023,1,10.85,0.7071067811865476,0.7071067811865475,2023-01-15,03:00:00,0.7071067811865476,0.7071067811865475
